Row No,Order ID,Invoice Date,Delivery Date,Client Name,Client Category,Credit Period,Credit End Date,Payment Receipt Date
2550,IND-2014-107112,2014-07-30,2014-08-03,Customer330,P2,30,2014-09-02,2014-08-31
2551,IND-2014-107113,2014-07-30,2014-08-06,Customer264,P3,45,2014-09-20,2014-09-16
2552,IND-2014-107114,2014-07-31,2014-08-10,Customer328,P2,30,2014-09-09,2014-09-11
2553,IND-2014-107115,2014-07-31,2014-08-02,Customer132,P3,45,2014-09-16,2014-09-11
2554,IND-2014-107116,2014-07-31,2014-08-03,Customer245,P3,45,2014-09-17,2014-09-18
2555,IND-2014-107117,2014-08-01,2014-08-09,Customer137,P3,45,2014-09-23,2014-09-24
2556,IND-2014-107118,2014-08-01,2014-08-06,Customer26,P4,60,2014-10-05,2014-10-05
2557,IND-2014-107119,2014-08-01,2014-08-06,Customer232,P1,15,2014-08-21,2014-08-23
2558,IND-2014-107120,2014-08-02,2014-08-10,Customer329,P3,45,2014-09-24,2014-09-25
2559,IND-2014-107121,2014-08-02,2014-08-10,Customer281,P3,45,2014-09-24,2014-09-20
2560,SRI-2014-107122,2014-08-02,2014-08-04,Customer373,P1,15,2014-08-19,2014-08-20
2561,SRI-2014-107123,2014-08-03,2014-08-07,Customer382,P3,45,2014-09-21,2014-09-23
2562,SRI-2014-107124,2014-08-03,2014-08-10,Customer366,P1,15,2014-08-25,2014-08-30
2563,SRI-2014-107125,2014-08-03,2014-08-07,Customer350,P1,15,2014-08-22,2014-08-25
2564,SRI-2014-107126,2014-08-04,2014-08-07,Customer356,P3,45,2014-09-21,2014-09-17
2565,SRI-2014-107127,2014-08-04,2014-08-07,Customer383,P4,60,2014-10-06,2014-10-05
2566,IND-2014-107128,2014-08-04,2014-08-08,Customer312,P1,15,2014-08-23,2014-08-22
2567,IND-2014-107129,2014-08-05,2014-08-10,Customer45,P2,30,2014-09-09,2014-09-08
2568,IND-2014-107130,2014-08-05,2014-08-14,Customer37,P2,30,2014-09-13,2014-09-16
2569,SRI-2014-107131,2014-08-05,2014-08-07,Customer369,P2,30,2014-09-06,2014-09-09
2570,SRI-2014-107132,2014-08-06,2014-08-11,Customer375,P2,30,2014-09-10,2014-09-05
2571,IND-2014-107133,2014-08-06,2014-08-16,Customer220,P2,30,2014-09-15,2014-09-16
2572,IND-2014-107134,2014-08-06,2014-08-13,Customer243,P4,60,2014-10-12,2014-10-10
2573,IND-2014-107135,2014-08-07,2014-08-11,Customer85,P1,15,2014-08-26,2014-08-30
2574,IND-2014-107136,2014-08-07,2014-08-11,Customer109,P1,15,2014-08-26,2014-08-21
2575,IND-2014-107137,2014-08-07,2014-08-10,Customer291,P4,60,2014-10-09,2014-10-06
2576,IND-2014-107138,2014-08-08,2014-08-13,Customer119,P4,60,2014-10-12,2014-10-16
2577,IND-2014-107139,2014-08-08,2014-08-10,Customer233,P1,15,2014-08-25,2014-08-20
2578,IND-2014-107140,2014-08-08,2014-08-14,Customer106,P3,45,2014-09-28,2014-09-28
2579,IND-2014-107141,2014-08-09,2014-08-16,Customer147,P1,15,2014-08-31,2014-09-03
2580,IND-2014-107142,2014-08-09,2014-08-12,Customer289,P4,60,2014-10-11,2014-10-15
2581,IND-2014-107143,2014-08-09,2014-08-13,Customer72,P3,45,2014-09-27,2014-09-23
2582,IND-2014-107144,2014-08-10,2014-08-12,Customer344,P2,30,2014-09-11,2014-09-08
2583,IND-2014-107145,2014-08-10,2014-08-17,Customer239,P4,60,2014-10-16,2014-10-15
2584,IND-2014-107146,2014-08-10,2014-08-18,Customer183,P1,15,2014-09-02,2014-09-06
2585,IND-2014-107147,2014-08-11,2014-08-12,Customer21,P4,60,2014-10-11,2014-10-12
2586,IND-2014-107148,2014-08-11,2014-08-14,Customer298,P2,30,2014-09-13,2014-09-09
2587,IND-2014-107149,2014-08-11,2014-08-20,Customer320,P4,60,2014-10-19,2014-10-24
2588,IND-2014-107150,2014-08-12,2014-08-17,Customer19,P3,45,2014-10-01,2014-10-01
2589,IND-2014-107151,2014-08-12,2014-08-18,Customer56,P3,45,2014-10-02,2014-10-06
2590,IND-2014-107152,2014-08-12,2014-08-19,Customer2,P3,45,2014-10-03,2014-10-07
2591,IND-2014-107153,2014-08-13,2014-08-16,Customer69,P2,30,2014-09-15,2014-09-18
2592,IND-2014-107154,2014-08-13,2014-08-16,Customer321,P4,60,2014-10-15,2014-10-19
2593,IND-2014-107155,2014-08-13,2014-08-21,Customer187,P4,60,2014-10-20,2014-10-24
2594,IND-2014-107156,2014-08-14,2014-08-19,Customer180,P1,15,2014-09-03,2014-09-04
2595,SRI-2014-107157,2014-08-14,2014-08-17,Customer389,P1,15,2014-09-01,2014-09-01
2596,SRI-2014-107158,2014-08-14,2014-08-21,Customer351,P2,30,2014-09-20,2014-09-20
2597,SRI-2014-107159,2014-08-15,2014-08-20,Customer384,P4,60,2014-10-19,2014-10-18
2598,SRI-2014-107160,2014-08-15,2014-08-22,Customer375,P2,30,2014-09-21,2014-09-17
2599,SRI-2014-107161,2014-08-15,2014-08-25,Customer376,P1,15,2014-09-09,2014-09-06
2600,IND-2014-107162,2014-08-16,2014-08-25,Customer77,P3,45,2014-10-09,2014-10-11
2601,IND-2014-107163,2014-08-16,2014-08-22,Customer172,P3,45,2014-10-06,2014-10-05
2602,IND-2014-107164,2014-08-16,2014-08-23,Customer116,P4,60,2014-10-22,2014-10-19
2603,IND-2014-107165,2014-08-17,2014-08-24,Customer115,P1,15,2014-09-08,2014-09-09
2604,IND-2014-107166,2014-08-17,2014-08-26,Customer200,P2,30,2014-09-25,2014-09-29
2605,IND-2014-107167,2014-08-17,2014-08-26,Customer121,P2,30,2014-09-25,2014-09-30
2606,IND-2014-107168,2014-08-18,2014-08-27,Customer88,P3,45,2014-10-11,2014-10-08
2607,IND-2014-107169,2014-08-18,2014-08-25,Customer174,P2,30,2014-09-24,2014-09-24
2608,IND-2014-107170,2014-08-18,2014-08-21,Customer196,P3,45,2014-10-05,2014-10-03
2609,IND-2014-107171,2014-08-19,2014-08-25,Customer151,P4,60,2014-10-24,2014-10-25
2610,IND-2014-107172,2014-08-19,2014-08-24,Customer160,P3,45,2014-10-08,2014-10-06
2611,IND-2014-107173,2014-08-19,2014-08-25,Customer114,P4,60,2014-10-24,2014-10-29
2612,IND-2014-107174,2014-08-20,2014-08-27,Customer308,P3,45,2014-10-11,2014-10-13
2613,IND-2014-107175,2014-08-20,2014-08-24,Customer67,P4,60,2014-10-23,2014-10-24
2614,IND-2014-107176,2014-08-20,2014-08-27,Customer260,P2,30,2014-09-26,2014-09-22
2615,IND-2014-107177,2014-08-21,2014-08-26,Customer215,P3,45,2014-10-10,2014-10-05
2616,IND-2014-107178,2014-08-21,2014-08-25,Customer29,P3,45,2014-10-09,2014-10-11
2617,IND-2014-107179,2014-08-21,2014-08-26,Customer249,P3,45,2014-10-10,2014-10-08
2618,IND-2014-107180,2014-08-22,2014-09-01,Customer302,P4,60,2014-10-31,2014-11-04
2619,IND-2014-107181,2014-08-22,2014-08-27,Customer187,P4,60,2014-10-26,2014-10-26
2620,IND-2014-107182,2014-08-22,2014-08-27,Customer252,P4,60,2014-10-26,2014-10-23
2621,IND-2014-107183,2014-08-23,2014-08-26,Customer225,P4,60,2014-10-25,2014-10-25
2622,IND-2014-107184,2014-08-23,2014-08-28,Customer83,P1,15,2014-09-12,2014-09-13
2623,IND-2014-107185,2014-08-23,2014-08-27,Customer103,P2,30,2014-09-26,2014-09-26
2624,IND-2014-107186,2014-08-24,2014-08-30,Customer302,P4,60,2014-10-29,2014-10-24
2625,IND-2014-107187,2014-08-24,2014-08-28,Customer208,P3,45,2014-10-12,2014-10-08
2626,IND-2014-107188,2014-08-24,2014-08-31,Customer261,P2,30,2014-09-30,2014-09-29
2627,IND-2014-107189,2014-08-25,2014-09-01,Customer81,P3,45,2014-10-16,2014-10-11
2628,SRI-2014-107190,2014-08-25,2014-08-29,Customer380,P4,60,2014-10-28,2014-10-27
2629,IND-2014-107191,2014-08-25,2014-08-31,Customer325,P2,30,2014-09-30,2014-09-25
2630,IND-2014-107192,2014-08-26,2014-08-31,Customer299,P3,45,2014-10-15,2014-10-10
2631,IND-2014-107193,2014-08-26,2014-08-29,Customer284,P1,15,2014-09-13,2014-09-11
2632,IND-2014-107194,2014-08-26,2014-08-31,Customer303,P1,15,2014-09-15,2014-09-10
2633,IND-2014-107195,2014-08-27,2014-08-29,Customer117,P2,30,2014-09-28,2014-09-28
2634,SRI-2014-107196,2014-08-27,2014-09-04,Customer361,P3,45,2014-10-19,2014-10-24
2635,SRI-2014-107197,2014-08-27,2014-09-02,Customer362,P3,45,2014-10-17,2014-10-14
2636,IND-2014-107198,2014-08-28,2014-08-31,Customer345,P2,30,2014-09-30,2014-09-29
2637,IND-2014-107199,2014-08-28,2014-09-02,Customer204,P2,30,2014-10-02,2014-10-04
2638,IND-2014-107200,2014-08-28,2014-09-01,Customer336,P2,30,2014-10-01,2014-10-01
2639,IND-2014-107201,2014-08-29,2014-09-03,Customer84,P3,45,2014-10-18,2014-10-19
2640,IND-2014-107202,2014-08-29,2014-09-03,Customer100,P4,60,2014-11-02,2014-11-06
2641,IND-2014-107203,2014-08-29,2014-09-08,Customer178,P4,60,2014-11-07,2014-11-10
2642,IND-2014-107204,2014-08-30,2014-09-05,Customer198,P4,60,2014-11-04,2014-11-07
2643,IND-2014-107205,2014-08-30,2014-09-04,Customer147,P1,15,2014-09-19,2014-09-15
2644,IND-2014-107206,2014-08-30,2014-08-31,Customer283,P3,45,2014-10-15,2014-10-12
2645,IND-2014-107207,2014-08-31,2014-09-03,Customer305,P1,15,2014-09-18,2014-09-15
2646,IND-2014-107208,2014-08-31,2014-09-06,Customer90,P1,15,2014-09-21,2014-09-22
2647,IND-2014-107209,2014-08-31,2014-09-04,Customer178,P4,60,2014-11-03,2014-11-03
2648,IND-2014-107210,2014-09-01,2014-09-07,Customer17,P2,30,2014-10-07,2014-10-11
2649,IND-2014-107211,2014-09-01,2014-09-06,Customer106,P3,45,2014-10-21,2014-10-24
2650,IND-2014-107212,2014-09-01,2014-09-08,Customer22,P2,30,2014-10-08,2014-10-10
2651,IND-2014-107213,2014-09-02,2014-09-07,Customer65,P3,45,2014-10-22,2014-10-27
2652,IND-2014-107214,2014-09-02,2014-09-07,Customer213,P3,45,2014-10-22,2014-10-27
2653,IND-2014-107215,2014-09-02,2014-09-11,Customer277,P2,30,2014-10-11,2014-10-16
2654,IND-2014-107216,2014-09-03,2014-09-11,Customer53,P1,15,2014-09-26,2014-09-28
2655,IND-2014-107217,2014-09-03,2014-09-08,Customer339,P3,45,2014-10-23,2014-10-27
2656,IND-2014-107218,2014-09-03,2014-09-06,Customer268,P3,45,2014-10-21,2014-10-21
2657,IND-2014-107219,2014-09-04,2014-09-09,Customer165,P2,30,2014-10-09,2014-10-13
2658,SRI-2014-107220,2014-09-04,2014-09-13,Customer350,P1,15,2014-09-28,2014-09-24
2659,IND-2014-107221,2014-09-04,2014-09-05,Customer184,P1,15,2014-09-20,2014-09-16
2660,IND-2014-107222,2014-09-05,2014-09-11,Customer95,P4,60,2014-11-10,2014-11-10
2661,IND-2014-107223,2014-09-05,2014-09-13,Customer18,P3,45,2014-10-28,2014-10-25
2662,IND-2014-107224,2014-09-05,2014-09-09,Customer126,P3,45,2014-10-24,2014-10-22
2663,IND-2014-107225,2014-09-06,2014-09-15,Customer99,P3,45,2014-10-30,2014-11-02
2664,IND-2014-107226,2014-09-06,2014-09-10,Customer322,P1,15,2014-09-25,2014-09-22
2665,IND-2014-107227,2014-09-06,2014-09-11,Customer297,P1,15,2014-09-26,2014-09-26
2666,IND-2014-107228,2014-09-07,2014-09-13,Customer281,P3,45,2014-10-28,2014-10-28
2667,IND-2014-107229,2014-09-07,2014-09-13,Customer10,P2,30,2014-10-13,2014-10-14
2668,IND-2014-107230,2014-09-07,2014-09-15,Customer109,P1,15,2014-09-30,2014-10-01
2669,IND-2014-107231,2014-09-08,2014-09-10,Customer236,P4,60,2014-11-09,2014-11-06
2670,IND-2014-107232,2014-09-08,2014-09-12,Customer261,P2,30,2014-10-12,2014-10-10
2671,IND-2014-107233,2014-09-08,2014-09-09,Customer311,P1,15,2014-09-24,2014-09-28
2672,IND-2014-107234,2014-09-09,2014-09-12,Customer65,P3,45,2014-10-27,2014-10-29
2673,IND-2014-107235,2014-09-09,2014-09-13,Customer318,P4,60,2014-11-12,2014-11-07
2674,IND-2014-107236,2014-09-09,2014-09-14,Customer41,P4,60,2014-11-13,2014-11-15
2675,IND-2014-107237,2014-09-10,2014-09-14,Customer51,P2,30,2014-10-14,2014-10-12
2676,IND-2014-107238,2014-09-10,2014-09-12,Customer271,P4,60,2014-11-11,2014-11-10
2677,IND-2014-107239,2014-09-10,2014-09-12,Customer99,P3,45,2014-10-27,2014-10-22
2678,IND-2014-107240,2014-09-11,2014-09-16,Customer17,P2,30,2014-10-16,2014-10-21
2679,IND-2014-107241,2014-09-11,2014-09-15,Customer296,P2,30,2014-10-15,2014-10-14
2680,IND-2014-107242,2014-09-11,2014-09-19,Customer102,P4,60,2014-11-18,2014-11-18
2681,IND-2014-107243,2014-09-12,2014-09-17,Customer193,P3,45,2014-11-01,2014-11-03
2682,IND-2014-107244,2014-09-12,2014-09-20,Customer330,P2,30,2014-10-20,2014-10-15
2683,IND-2014-107245,2014-09-12,2014-09-18,Customer178,P4,60,2014-11-17,2014-11-22
2684,IND-2014-107246,2014-09-13,2014-09-18,Customer61,P4,60,2014-11-17,2014-11-16
2685,IND-2014-107247,2014-09-13,2014-09-15,Customer218,P2,30,2014-10-15,2014-10-19
2686,IND-2014-107248,2014-09-13,2014-09-19,Customer215,P3,45,2014-11-03,2014-11-07
2687,IND-2014-107249,2014-09-14,2014-09-20,Customer207,P1,15,2014-10-05,2014-10-09
2688,IND-2014-107250,2014-09-14,2014-09-16,Customer186,P3,45,2014-10-31,2014-10-28
2689,IND-2014-107251,2014-09-14,2014-09-22,Customer163,P3,45,2014-11-06,2014-11-05
2690,IND-2014-107252,2014-09-15,2014-09-24,Customer303,P1,15,2014-10-09,2014-10-12
2691,IND-2014-107253,2014-09-15,2014-09-22,Customer128,P4,60,2014-11-21,2014-11-17
2692,IND-2014-107254,2014-09-15,2014-09-22,Customer281,P3,45,2014-11-06,2014-11-04
2693,IND-2014-107255,2014-09-16,2014-09-20,Customer169,P2,30,2014-10-20,2014-10-16
2694,IND-2014-107256,2014-09-16,2014-09-18,Customer123,P1,15,2014-10-03,2014-10-07
2695,SRI-2014-107257,2014-09-16,2014-09-26,Customer390,P2,30,2014-10-26,2014-10-25
2696,IND-2014-107258,2014-09-17,2014-09-20,Customer53,P1,15,2014-10-05,2014-10-06
2697,SRI-2014-107259,2014-09-17,2014-09-25,Customer353,P3,45,2014-11-09,2014-11-09
2698,IND-2014-107260,2014-09-17,2014-09-22,Customer284,P1,15,2014-10-07,2014-10-11
2699,IND-2014-107261,2014-09-18,2014-09-30,Customer174,P2,30,2014-10-30,2014-10-30
2700,IND-2014-107262,2014-09-18,2014-09-22,Customer126,P3,45,2014-11-06,2014-11-10
2701,IND-2014-107263,2014-09-18,2014-09-24,Customer79,P3,45,2014-11-08,2014-11-04
2702,IND-2014-107264,2014-09-19,2014-09-21,Customer219,P1,15,2014-10-06,2014-10-09
2703,IND-2014-107265,2014-09-19,2014-09-26,Customer75,P1,15,2014-10-11,2014-10-08
2704,IND-2014-107266,2014-09-19,2014-09-27,Customer63,P2,30,2014-10-27,2014-10-24
2705,IND-2014-107267,2014-09-20,2014-09-29,Customer290,P1,15,2014-10-14,2014-10-15
2706,IND-2014-107268,2014-09-20,2014-09-26,Customer169,P2,30,2014-10-26,2014-10-23
2707,IND-2014-107269,2014-09-20,2014-09-24,Customer121,P2,30,2014-10-24,2014-10-24
2708,IND-2014-107270,2014-09-21,2014-09-27,Customer156,P4,60,2014-11-26,2014-11-25
2709,IND-2014-107271,2014-09-21,2014-09-26,Customer170,P1,15,2014-10-11,2014-10-14
2710,IND-2014-107272,2014-09-21,2014-09-26,Customer332,P4,60,2014-11-25,2014-11-22
2711,IND-2014-107273,2014-09-22,2014-09-27,Customer5,P3,45,2014-11-11,2014-11-11
2712,IND-2014-107274,2014-09-22,2014-09-24,Customer227,P4,60,2014-11-23,2014-11-27
2713,SRI-2014-107275,2014-09-22,2014-09-24,Customer357,P1,15,2014-10-09,2014-10-06
2714,SRI-2014-107276,2014-09-23,2014-09-29,Customer355,P3,45,2014-11-13,2014-11-11
2715,SRI-2014-107277,2014-09-23,2014-09-27,Customer393,P4,60,2014-11-26,2014-11-28
2716,IND-2014-107278,2014-09-23,2014-09-27,Customer54,P1,15,2014-10-12,2014-10-09
2717,IND-2014-107279,2014-09-24,2014-10-01,Customer271,P4,60,2014-11-30,2014-11-26
2718,IND-2014-107280,2014-09-24,2014-10-02,Customer251,P1,15,2014-10-17,2014-10-21
2719,IND-2014-107281,2014-09-24,2014-09-28,Customer172,P3,45,2014-11-12,2014-11-11
2720,IND-2014-107282,2014-09-25,2014-10-01,Customer35,P1,15,2014-10-16,2014-10-11
2721,IND-2014-107283,2014-09-25,2014-09-27,Customer294,P1,15,2014-10-12,2014-10-14
2722,IND-2014-107284,2014-09-25,2014-10-05,Customer340,P1,15,2014-10-20,2014-10-23
2723,IND-2014-107285,2014-09-26,2014-10-04,Customer118,P1,15,2014-10-19,2014-10-19
2724,SRI-2014-107286,2014-09-26,2014-10-01,Customer372,P4,60,2014-11-30,2014-11-27
2725,SRI-2014-107287,2014-09-26,2014-09-28,Customer375,P2,30,2014-10-28,2014-10-25
2726,IND-2014-107288,2014-09-27,2014-10-01,Customer277,P2,30,2014-10-31,2014-11-01
2727,IND-2014-107289,2014-09-27,2014-10-01,Customer13,P4,60,2014-11-30,2014-12-01
2728,IND-2014-107290,2014-09-27,2014-09-29,Customer230,P1,15,2014-10-14,2014-10-11
2729,IND-2014-107291,2014-09-28,2014-10-02,Customer6,P2,30,2014-11-01,2014-11-06
2730,IND-2014-107292,2014-09-28,2014-10-04,Customer107,P3,45,2014-11-18,2014-11-22
2731,IND-2014-107293,2014-09-28,2014-10-05,Customer231,P2,30,2014-11-04,2014-10-30
2732,IND-2014-107294,2014-09-29,2014-09-30,Customer286,P2,30,2014-10-30,2014-10-30
2733,IND-2014-107295,2014-09-29,2014-10-07,Customer39,P2,30,2014-11-06,2014-11-04
2734,IND-2014-107296,2014-09-29,2014-10-06,Customer341,P3,45,2014-11-20,2014-11-23
2735,IND-2014-107297,2014-09-30,2014-10-06,Customer112,P4,60,2014-12-05,2014-11-30
2736,IND-2014-107298,2014-09-30,2014-10-06,Customer194,P2,30,2014-11-05,2014-11-02
2737,IND-2014-107299,2014-09-30,2014-10-05,Customer294,P1,15,2014-10-20,2014-10-17
2738,IND-2014-107300,2014-10-01,2014-10-08,Customer322,P1,15,2014-10-23,2014-10-28
2739,IND-2014-107301,2014-10-01,2014-10-08,Customer167,P1,15,2014-10-23,2014-10-27
2740,IND-2014-107302,2014-10-01,2014-10-11,Customer72,P3,45,2014-11-25,2014-11-27
2741,IND-2014-107303,2014-10-02,2014-10-06,Customer181,P4,60,2014-12-05,2014-12-10
2742,IND-2014-107304,2014-10-02,2014-10-06,Customer163,P3,45,2014-11-20,2014-11-16
2743,IND-2014-107305,2014-10-02,2014-10-05,Customer186,P3,45,2014-11-19,2014-11-18
2744,IND-2014-107306,2014-10-03,2014-10-11,Customer88,P3,45,2014-11-25,2014-11-25
2745,IND-2014-107307,2014-10-03,2014-10-09,Customer277,P2,30,2014-11-08,2014-11-10
2746,IND-2014-107308,2014-10-03,2014-10-11,Customer76,P2,30,2014-11-10,2014-11-11
2747,IND-2014-107309,2014-10-04,2014-10-10,Customer133,P4,60,2014-12-09,2014-12-09
2748,IND-2014-107310,2014-10-04,2014-10-13,Customer174,P2,30,2014-11-12,2014-11-16
2749,IND-2014-107311,2014-10-04,2014-10-10,Customer330,P2,30,2014-11-09,2014-11-07
2750,IND-2014-107312,2014-10-05,2014-10-12,Customer203,P4,60,2014-12-11,2014-12-13
2751,IND-2014-107313,2014-10-05,2014-10-11,Customer287,P4,60,2014-12-10,2014-12-08
2752,IND-2014-107314,2014-10-05,2014-10-10,Customer86,P1,15,2014-10-25,2014-10-26
2753,IND-2014-107315,2014-10-06,2014-10-13,Customer163,P3,45,2014-11-27,2014-11-22
2754,IND-2014-107316,2014-10-06,2014-10-08,Customer218,P2,30,2014-11-07,2014-11-06
2755,IND-2014-107317,2014-10-06,2014-10-11,Customer263,P3,45,2014-11-25,2014-11-29
2756,IND-2014-107318,2014-10-07,2014-10-09,Customer314,P2,30,2014-11-08,2014-11-04
2757,IND-2014-107319,2014-10-07,2014-10-19,Customer94,P3,45,2014-12-03,2014-11-29
2758,IND-2014-107320,2014-10-07,2014-10-15,Customer167,P1,15,2014-10-30,2014-10-31
2759,IND-2014-107321,2014-10-08,2014-10-14,Customer38,P1,15,2014-10-29,2014-10-26
2760,IND-2014-107322,2014-10-08,2014-10-11,Customer181,P4,60,2014-12-10,2014-12-05
2761,IND-2014-107323,2014-10-08,2014-10-12,Customer95,P4,60,2014-12-11,2014-12-11
2762,IND-2014-107324,2014-10-09,2014-10-20,Customer126,P3,45,2014-12-04,2014-12-03
2763,IND-2014-107325,2014-10-09,2014-10-12,Customer312,P1,15,2014-10-27,2014-10-31
2764,IND-2014-107326,2014-10-09,2014-10-15,Customer200,P2,30,2014-11-14,2014-11-09
2765,IND-2014-107327,2014-10-10,2014-10-16,Customer172,P3,45,2014-11-30,2014-12-03
2766,IND-2014-107328,2014-10-10,2014-10-11,Customer155,P1,15,2014-10-26,2014-10-28
2767,IND-2014-107329,2014-10-10,2014-10-15,Customer25,P4,60,2014-12-14,2014-12-19
2768,IND-2014-107330,2014-10-11,2014-10-19,Customer77,P3,45,2014-12-03,2014-12-05
2769,IND-2014-107331,2014-10-11,2014-10-14,Customer150,P4,60,2014-12-13,2014-12-15
2770,IND-2014-107332,2014-10-11,2014-10-15,Customer230,P1,15,2014-10-30,2014-11-01
2771,IND-2014-107333,2014-10-12,2014-10-18,Customer162,P2,30,2014-11-17,2014-11-18
2772,SRI-2014-107334,2014-10-12,2014-10-19,Customer351,P2,30,2014-11-18,2014-11-18
2773,SRI-2014-107335,2014-10-12,2014-10-23,Customer362,P3,45,2014-12-07,2014-12-02
2774,IND-2014-107336,2014-10-13,2014-10-19,Customer117,P2,30,2014-11-18,2014-11-16
2775,IND-2014-107337,2014-10-13,2014-10-17,Customer339,P3,45,2014-12-01,2014-11-29
2776,IND-2014-107338,2014-10-13,2014-10-21,Customer146,P3,45,2014-12-05,2014-12-01
2777,IND-2014-107339,2014-10-14,2014-10-17,Customer241,P4,60,2014-12-16,2014-12-12
2778,IND-2014-107340,2014-10-14,2014-10-18,Customer95,P4,60,2014-12-17,2014-12-21
2779,IND-2014-107341,2014-10-14,2014-10-20,Customer237,P2,30,2014-11-19,2014-11-24
2780,SRI-2014-107342,2014-10-15,2014-10-21,Customer349,P2,30,2014-11-20,2014-11-19
2781,SRI-2014-107343,2014-10-15,2014-10-19,Customer373,P1,15,2014-11-03,2014-11-04
2782,IND-2014-107344,2014-10-15,2014-10-17,Customer7,P1,15,2014-11-01,2014-11-06
2783,IND-2014-107345,2014-10-16,2014-10-21,Customer169,P2,30,2014-11-20,2014-11-19
2784,IND-2014-107346,2014-10-16,2014-10-21,Customer163,P3,45,2014-12-05,2014-12-05
2785,IND-2014-107347,2014-10-16,2014-10-22,Customer305,P1,15,2014-11-06,2014-11-07
2786,SRI-2014-107348,2014-10-17,2014-10-24,Customer390,P2,30,2014-11-23,2014-11-28
2787,IND-2014-107349,2014-10-17,2014-10-21,Customer6,P2,30,2014-11-20,2014-11-20
2788,IND-2014-107350,2014-10-17,2014-10-19,Customer46,P2,30,2014-11-18,2014-11-16
2789,IND-2014-107351,2014-10-18,2014-10-26,Customer131,P1,15,2014-11-10,2014-11-10
2790,IND-2014-107352,2014-10-18,2014-10-22,Customer3,P3,45,2014-12-06,2014-12-09
2791,IND-2014-107353,2014-10-18,2014-10-20,Customer113,P3,45,2014-12-04,2014-11-29
2792,IND-2014-107354,2014-10-19,2014-10-24,Customer224,P2,30,2014-11-23,2014-11-25
2793,IND-2014-107355,2014-10-19,2014-10-24,Customer232,P1,15,2014-11-08,2014-11-06
2794,SRI-2014-107356,2014-10-19,2014-10-23,Customer387,P1,15,2014-11-07,2014-11-08
2795,IND-2014-107357,2014-10-20,2014-10-24,Customer267,P3,45,2014-12-08,2014-12-07
2796,IND-2014-107358,2014-10-20,2014-10-26,Customer77,P3,45,2014-12-10,2014-12-09
2797,IND-2014-107359,2014-10-20,2014-10-24,Customer306,P4,60,2014-12-23,2014-12-25
2798,IND-2014-107360,2014-10-21,2014-10-28,Customer20,P4,60,2014-12-27,2015-01-01
2799,IND-2014-107361,2014-10-21,2014-10-30,Customer328,P2,30,2014-11-29,2014-11-29
2800,IND-2014-107362,2014-10-21,2014-10-27,Customer241,P4,60,2014-12-26,2014-12-31
2801,SRI-2014-107363,2014-10-22,2014-10-28,Customer395,P4,60,2014-12-27,2015-01-01
2802,SRI-2014-107364,2014-10-22,2014-10-28,Customer366,P1,15,2014-11-12,2014-11-13
2803,SRI-2014-107365,2014-10-22,2014-10-24,Customer385,P1,15,2014-11-08,2014-11-12
2804,SRI-2014-107366,2014-10-23,2014-11-01,Customer353,P3,45,2014-12-16,2014-12-21
2805,IND-2014-107367,2014-10-23,2014-10-26,Customer233,P1,15,2014-11-10,2014-11-08
2806,IND-2014-107368,2014-10-23,2014-11-01,Customer180,P1,15,2014-11-16,2014-11-15
2807,IND-2014-107369,2014-10-24,2014-10-30,Customer267,P3,45,2014-12-14,2014-12-19
2808,IND-2014-107370,2014-10-24,2014-10-28,Customer217,P2,30,2014-11-27,2014-11-27
2809,IND-2014-107371,2014-10-24,2014-11-02,Customer112,P4,60,2015-01-01,2015-01-05
2810,IND-2014-107372,2014-10-25,2014-10-28,Customer45,P2,30,2014-11-27,2014-11-30
2811,IND-2014-107373,2014-10-25,2014-10-30,Customer44,P2,30,2014-11-29,2014-11-28
2812,SRI-2014-107374,2014-10-25,2014-11-06,Customer347,P1,15,2014-11-21,2014-11-16
2813,IND-2014-107375,2014-10-26,2014-10-31,Customer267,P3,45,2014-12-15,2014-12-15
2814,IND-2014-107376,2014-10-26,2014-10-29,Customer9,P4,60,2014-12-28,2014-12-30
2815,IND-2014-107377,2014-10-26,2014-11-02,Customer227,P4,60,2015-01-01,2015-01-04
2816,IND-2014-107378,2014-10-27,2014-10-30,Customer177,P4,60,2014-12-29,2014-12-27
2817,IND-2014-107379,2014-10-27,2014-11-02,Customer78,P3,45,2014-12-17,2014-12-22
2818,IND-2014-107380,2014-10-27,2014-11-02,Customer46,P2,30,2014-12-02,2014-11-30
2819,IND-2014-107381,2014-10-28,2014-11-04,Customer343,P3,45,2014-12-19,2014-12-20
2820,SRI-2014-107382,2014-10-28,2014-11-08,Customer370,P4,60,2015-01-07,2015-01-09
2821,IND-2014-107383,2014-10-28,2014-10-31,Customer202,P1,15,2014-11-15,2014-11-10
2822,IND-2014-107384,2014-10-29,2014-11-07,Customer116,P4,60,2015-01-06,2015-01-01
2823,IND-2014-107385,2014-10-29,2014-11-02,Customer283,P3,45,2014-12-17,2014-12-21
2824,IND-2014-107386,2014-10-29,2014-11-07,Customer20,P4,60,2015-01-06,2015-01-08
2825,IND-2014-107387,2014-10-30,2014-11-02,Customer335,P3,45,2014-12-17,2014-12-16
2826,IND-2014-107388,2014-10-30,2014-11-04,Customer159,P3,45,2014-12-19,2014-12-23
2827,SRI-2014-107389,2014-10-30,2014-11-09,Customer373,P1,15,2014-11-24,2014-11-23
