Country,Zone,Region,Territory,Product Category,Order Priority,Delivery Mode,Processing Time (days),Financial Year,Financial Month,Qty
India,Southern,Karnataka,Hubli,Air Coolers,Medium,Rail,1,2013,7,22
India,Central,Chhattisgarh,Bilaspur,Refrigerators,Low,Road,2,2013,7,14
India,Eastern,Odisha,Cuttack,Refrigerators,Low,Road,0,2013,7,33
India,Central,Uttarakhand,Roorkee,Air Coolers,Express,Air,0,2013,7,42
India,Central,Uttar Pradesh,Kanpur,Water Dispensers,Medium,Rail,0,2013,7,65
India,North-Eastern,Nagaland,Kohima,Air Conditioners,Express,Air,5,2013,7,37
India,Western,Maharashtra,Nashik,Air Conditioners,Low,Road,2,2013,7,78
India,Central,Uttar Pradesh,Varanasi,Refrigerators,High,Air,3,2013,7,63
India,Northern,Ladakh,Leh,Air Purifiers,Express,Air,4,2013,7,18
India,Southern,Kerala,Thrissur,Refrigerators,Express,Air,5,2013,7,6
India,Western,Maharashtra,Nashik,Air Coolers,High,Air,4,2013,7,27
India,North-Eastern,Manipur,Imphal,Water Dispensers,Low,Road,1,2013,7,70
India,Western,Goa,Panjim,Air Purifiers,Medium,Rail,3,2013,7,4
India,Central,Chhattisgarh,Bilaspur,Air Conditioners,Medium,Rail,2,2013,7,39
India,Northern,Ladakh,Leh,Air Conditioners,Express,Air,4,2013,7,40
India,Northern,Punjab,Ludhiana,Air Coolers,Express,Air,2,2013,7,54
India,Northern,Rajasthan,Jodhpur,Refrigerators,High,Air,2,2013,7,37
India,Northern,Himachal Pradesh,Shimla,Air Coolers,Medium,Rail,4,2013,7,57
India,Central,Madhya Pradesh,Gwalior,Air Conditioners,High,Air,0,2013,7,11
India,Central,Uttarakhand,Roorkee,Air Purifiers,High,Air,0,2013,7,66
India,Southern,Kerala,Thiruvananthapuram,Air Conditioners,Low,Road,0,2013,7,78
India,Southern,Andhra Pradesh,Tirupati,Air Coolers,Express,Air,2,2013,7,13
India,Eastern,Odisha,Cuttack,Air Coolers,Express,Air,3,2013,7,20
India,Central,Uttar Pradesh,Noida,Air Conditioners,Express,Air,4,2013,7,25
India,Southern,Andaman and Nicobar Islands,Port Blair,Air Coolers,Medium,Rail,4,2013,7,25
India,Central,Chhattisgarh,Bilaspur,Air Coolers,Medium,Rail,0,2013,7,79
India,Southern,Tamil Nadu,Chennai,Refrigerators,Medium,Rail,0,2013,7,55
India,Central,Madhya Pradesh,Bhopal,Refrigerators,Low,Road,1,2013,7,29
India,Northern,Rajasthan,Udaipur ,Air Coolers,High,Air,2,2013,7,20
India,Southern,Telangana,Warangal,Air Conditioners,High,Air,4,2013,7,7
India,Southern,Tamil Nadu,Chennai,Air Conditioners,Express,Air,5,2013,7,64
India,Western,Maharashtra,Nagpur,Air Conditioners,High,Air,0,2013,7,75
India,Eastern,Jharkhand,Ranchi,Refrigerators,Express,Air,0,2013,7,36
India,Central,Uttar Pradesh,Kanpur,Refrigerators,Express,Air,0,2013,7,4
India,Eastern,Jharkhand,Ranchi,Air Conditioners,Express,Air,0,2013,7,37
India,Northern,Himachal Pradesh,Shimla,Air Conditioners,Medium,Rail,1,2013,7,55
India,Central,Uttar Pradesh,Kanpur,Refrigerators,High,Air,4,2013,7,80
India,Central,Uttarakhand,Haridwar,Water Dispensers,Low,Road,5,2013,7,59
India,North-Eastern,Tripura,Agartala,Air Conditioners,Express,Air,2,2013,7,59
India,Eastern,West Bengal,Darjiling,Refrigerators,Express,Air,2,2013,7,71
India,Southern,Andhra Pradesh,Vijayawada,Air Conditioners,Low,Road,5,2013,7,16
India,Central,Uttar Pradesh,Kanpur,Air Coolers,Low,Road,0,2013,7,33
India,Southern,Karnataka,Mysore,Refrigerators,Medium,Rail,0,2013,7,48
India,Southern,Karnataka,Mysore,Refrigerators,Medium,Rail,1,2013,7,35
India,Southern,Tamil Nadu,Tiruchirappalli,Air Coolers,Medium,Rail,2,2013,7,35
India,Southern,Lakshadweep,Kavaratti,Air Coolers,Express,Air,5,2013,7,4
India,Eastern,Bihar,Darbhanga ,Air Conditioners,High,Air,2,2013,7,12
India,Northern,Haryana,Gurgaon,Air Conditioners,Express,Air,2,2013,7,16
India,Central,Madhya Pradesh,Indore,Air Coolers,Medium,Rail,3,2013,7,65
India,North-Eastern,Manipur,Imphal,Water Dispensers,Medium,Rail,4,2013,7,48
India,Southern,Kerala,Thrissur,Air Coolers,Low,Road,4,2013,7,8
India,Central,Uttarakhand,Haridwar,Air Purifiers,Express,Air,2,2013,7,63
India,Southern,Tamil Nadu,Chennai,Air Coolers,High,Air,2,2013,7,20
India,Western,Gujarat,Vadodara,Air Conditioners,Medium,Rail,1,2013,7,34
India,Eastern,Odisha,Puri ,Refrigerators,Express,Air,2,2013,7,17
India,Eastern,West Bengal,Darjiling,Air Conditioners,Low,Road,0,2013,7,34
India,Southern,Karnataka,Belgaum,Refrigerators,Express,Air,4,2013,7,65
India,Central,Uttar Pradesh,Noida,Refrigerators,High,Air,3,2013,7,34
India,North-Eastern,Arunachal Pradesh,Tawang,Refrigerators,High,Air,2,2013,7,76
India,Southern,Andhra Pradesh,Visakhapatnam,Air Purifiers,High,Air,2,2013,7,42
India,Central,Madhya Pradesh,Jabalpur,Water Dispensers,Low,Road,2,2013,7,78
India,Central,Uttar Pradesh,Allahabad,Air Coolers,High,Air,2,2013,7,7
India,Eastern,West Bengal,Asansol,Refrigerators,High,Air,1,2013,7,81
India,Southern,Kerala,Kozhikode,Air Conditioners,Express,Air,2,2013,7,39
India,Northern,Delhi,New Delhi,Refrigerators,Medium,Rail,2,2013,7,18
India,Central,Uttar Pradesh,Kanpur,Refrigerators,Medium,Rail,2,2013,7,66
India,North-Eastern,Arunachal Pradesh,Tawang,Refrigerators,Low,Road,1,2013,7,21
India,Central,Uttarakhand,Kashipur ,Air Conditioners,Medium,Rail,0,2013,7,34
India,Central,Uttar Pradesh,Varanasi,Water Dispensers,Low,Road,1,2013,7,19
India,Central,Chhattisgarh,Bilaspur,Air Coolers,Medium,Rail,2,2013,7,80
India,Southern,Andhra Pradesh,Vijayawada,Air Conditioners,Medium,Rail,0,2013,7,79
India,Northern,Ladakh,Leh,Refrigerators,Low,Road,4,2013,7,79
India,Northern,Jammu and Kashmir,Jammu,Refrigerators,Low,Road,1,2013,7,4
India,Northern,Rajasthan,Udaipur ,Water Dispensers,Low,Road,2,2013,8,28
India,Southern,Telangana,Warangal,Refrigerators,Medium,Rail,1,2013,8,16
India,North-Eastern,Meghalaya,Shillong,Air Coolers,Express,Air,1,2013,8,71
India,Western,Maharashtra,Solapur,Water Dispensers,Low,Road,0,2013,8,39
India,Western,Gujarat,Rajkot,Air Coolers,Express,Air,4,2013,8,22
India,Western,Gujarat,Surat,Refrigerators,High,Air,0,2013,8,81
India,Central,Madhya Pradesh,Indore,Air Coolers,Low,Road,0,2013,8,71
India,Eastern,Odisha,Cuttack,Refrigerators,Medium,Rail,4,2013,8,64
India,Central,Madhya Pradesh,Bhopal,Air Coolers,Medium,Rail,1,2013,8,67
India,Southern,Kerala,Thrissur,Refrigerators,Medium,Rail,0,2013,8,70
India,Central,Madhya Pradesh,Indore,Air Coolers,High,Air,1,2013,8,29
India,Eastern,Odisha,Cuttack,Refrigerators,Medium,Rail,0,2013,8,66
India,Central,Uttarakhand,Roorkee,Air Coolers,Express,Air,0,2013,8,66
India,Eastern,West Bengal,Darjiling,Air Conditioners,High,Air,4,2013,8,48
India,North-Eastern,Mizoram,Aizawl,Air Coolers,Low,Road,3,2013,8,30
India,Eastern,Odisha,Puri ,Refrigerators,Low,Road,1,2013,8,67
India,Northern,Haryana,Faridabad,Refrigerators,Medium,Rail,3,2013,8,30
India,Northern,Ladakh,Leh,Water Dispensers,High,Air,0,2013,8,47
India,Eastern,West Bengal,Durgapur,Refrigerators,Medium,Rail,2,2013,8,52
India,Western,Maharashtra,Nashik,Water Dispensers,Low,Road,3,2013,8,61
India,Southern,Andhra Pradesh,Vijayawada,Air Coolers,Express,Air,2,2013,8,6
India,Western,Gujarat,Rajkot,Air Conditioners,Medium,Rail,5,2013,8,8
India,Central,Uttar Pradesh,Noida,Air Coolers,Express,Air,3,2013,8,75
India,Northern,Punjab,Jalandhar,Air Coolers,Low,Road,2,2013,8,15
India,Central,Uttar Pradesh,Allahabad,Air Conditioners,Low,Road,1,2013,8,11
India,Eastern,West Bengal,Durgapur,Water Dispensers,Medium,Rail,3,2013,8,16
India,Eastern,Jharkhand,Ranchi,Water Dispensers,Low,Road,1,2013,8,46
India,Western,Maharashtra,Solapur,Air Coolers,Medium,Rail,1,2013,8,61
India,Southern,Karnataka,Belgaum,Air Coolers,Low,Road,1,2013,8,77
India,Southern,Andhra Pradesh,Tirupati,Air Conditioners,Express,Air,4,2013,8,17
India,Eastern,Odisha,Bhubaneshwar,Air Conditioners,Low,Road,0,2013,8,21
India,Central,Chhattisgarh,Bilaspur,Air Coolers,Express,Air,1,2013,8,46
India,Southern,Andhra Pradesh,Vijayawada,Refrigerators,Medium,Rail,1,2013,8,59
India,Northern,Rajasthan,Jodhpur,Air Conditioners,Medium,Rail,1,2013,8,62
India,Central,Uttar Pradesh,Lucknow,Water Dispensers,Express,Air,4,2013,8,47
India,North-Eastern,Arunachal Pradesh,Itanagar,Air Coolers,High,Air,4,2013,8,57
India,Eastern,Bihar,Darbhanga ,Air Coolers,Low,Road,1,2013,8,71
India,Western,Goa,Panjim,Refrigerators,Medium,Rail,2,2013,8,23
India,Southern,Karnataka,Hubli,Water Dispensers,Express,Air,0,2013,8,46
India,Central,Chhattisgarh,Durg,Refrigerators,Express,Air,3,2013,8,48
India,Western,Gujarat,Gandhinagar,Air Coolers,Low,Road,2,2013,8,30
India,Central,Madhya Pradesh,Bhopal,Refrigerators,Medium,Rail,0,2013,8,17
India,Western,Maharashtra,Solapur,Air Coolers,Express,Air,1,2013,8,13
India,Southern,Karnataka,Mangalore,Air Conditioners,Express,Air,1,2013,8,66
India,Eastern,Bihar,Darbhanga ,Water Dispensers,Express,Air,0,2013,8,28
India,North-Eastern,Assam,Guwahati,Refrigerators,Medium,Rail,2,2013,8,10
India,Southern,Telangana,Warangal,Air Conditioners,Express,Air,3,2013,8,57
India,North-Eastern,Assam,Guwahati,Air Conditioners,High,Air,2,2013,8,78
India,Central,Uttar Pradesh,Agra ,Refrigerators,Low,Road,4,2013,8,65
India,Western,Maharashtra,Nagpur,Air Coolers,Express,Air,5,2013,8,62
India,Northern,Delhi,New Delhi,Refrigerators,Low,Road,5,2013,8,66
India,Southern,Kerala,Thrissur,Air Coolers,High,Air,4,2013,8,61
India,Western,Dadra and Nagar Haveli and Daman and Diu,Daman,Air Coolers,Express,Air,5,2013,8,75
India,Southern,Karnataka,Belgaum,Air Conditioners,Medium,Rail,5,2013,8,74
India,Eastern,Odisha,Cuttack,Refrigerators,Express,Air,5,2013,8,48
India,Southern,Karnataka,Hubli,Air Coolers,High,Air,5,2013,8,61
India,Northern,Rajasthan,Ajmer,Refrigerators,Express,Air,5,2013,8,31
India,Southern,Kerala,Malappuram,Air Coolers,Express,Air,5,2013,8,71
India,Central,Chhattisgarh,Bilaspur,Air Conditioners,Medium,Rail,5,2013,8,32
India,Western,Gujarat,Gandhinagar,Refrigerators,Medium,Rail,4,2013,8,32
India,Northern,Haryana,Faridabad,Air Coolers,Medium,Rail,0,2013,8,35
India,Eastern,Bihar,Patna,Air Conditioners,Low,Road,2,2013,8,43
India,Southern,Andhra Pradesh,Visakhapatnam,Refrigerators,Medium,Rail,4,2013,8,52
India,Eastern,Bihar,Darbhanga ,Air Coolers,High,Air,0,2013,8,66
India,Central,Uttar Pradesh,Lucknow,Air Purifiers,Express,Air,3,2013,8,66
India,Southern,Tamil Nadu,Vellore,Refrigerators,Medium,Rail,3,2013,8,76
India,Southern,Karnataka,Mysore,Air Coolers,Low,Road,3,2013,8,39
India,Southern,Andaman and Nicobar Islands,Port Blair,Water Dispensers,Low,Road,0,2013,8,11
India,Eastern,Odisha,Puri ,Refrigerators,Low,Road,0,2013,8,53
India,North-Eastern,Assam,Dispur,Refrigerators,Low,Road,1,2013,8,52
India,Northern,Jammu and Kashmir,Jammu,Air Coolers,Medium,Rail,1,2013,8,32
India,Southern,Kerala,Thrissur,Air Conditioners,High,Air,2,2013,8,69
India,Southern,Karnataka,Mysore,Air Coolers,Express,Air,2,2013,8,64
India,Southern,Andhra Pradesh,Vijayawada,Refrigerators,Low,Road,0,2013,8,43
India,Southern,Kerala,Kozhikode,Refrigerators,Medium,Rail,3,2013,8,34
India,Western,Maharashtra,Nagpur,Air Coolers,Low,Road,4,2013,8,82
India,Eastern,Bihar,Gaya,Water Dispensers,Medium,Rail,1,2013,8,79
India,Southern,Karnataka,Mangalore,Refrigerators,Low,Road,5,2013,8,29
India,Eastern,Jharkhand,Jamshedpur,Air Conditioners,High,Air,1,2013,8,58
India,Eastern,West Bengal,Asansol,Air Conditioners,High,Air,5,2013,9,7
India,Northern,Jammu and Kashmir,Srinagar ,Air Coolers,Express,Air,1,2013,9,5
India,Southern,Andhra Pradesh,Visakhapatnam,Air Coolers,Medium,Rail,2,2013,9,12
India,Southern,Kerala,Thrissur,Air Conditioners,Medium,Rail,0,2013,9,80
India,Northern,Rajasthan,Udaipur ,Refrigerators,Medium,Rail,3,2013,9,62
India,Central,Madhya Pradesh,Jabalpur,Air Coolers,Low,Road,3,2013,9,11
India,Southern,Telangana,Nizamabad,Air Coolers,Low,Road,1,2013,9,4
India,Northern,Chandigarh,Chandigarh,Air Conditioners,Express,Air,0,2013,9,51
India,Northern,Haryana,Panipat ,Refrigerators,High,Air,1,2013,9,48
India,Northern,Haryana,Gurgaon,Air Coolers,Medium,Rail,2,2013,9,16
India,Northern,Rajasthan,Jodhpur,Air Coolers,Express,Air,2,2013,9,56
India,Eastern,West Bengal,Asansol,Air Purifiers,Express,Air,0,2013,9,47
India,Central,Uttar Pradesh,Kanpur,Refrigerators,Express,Air,0,2013,9,16
India,Southern,Karnataka,Mysore,Refrigerators,Low,Road,4,2013,9,47
India,Northern,Delhi,New Delhi,Refrigerators,High,Air,5,2013,9,31
India,Western,Dadra and Nagar Haveli and Daman and Diu,Daman,Refrigerators,Medium,Rail,4,2013,9,82
India,North-Eastern,Assam,Guwahati,Air Purifiers,Medium,Rail,1,2013,9,65
India,North-Eastern,Assam,Guwahati,Air Conditioners,Low,Road,5,2013,9,79
India,Central,Chhattisgarh,Bilaspur,Air Coolers,Low,Road,2,2013,9,51
India,Southern,Tamil Nadu,Tiruchirappalli,Refrigerators,Medium,Rail,1,2013,9,25
India,Eastern,Bihar,Patna,Air Purifiers,Medium,Rail,2,2013,9,48
India,Southern,Tamil Nadu,Chennai,Refrigerators,Express,Air,4,2013,9,65
India,Southern,Andaman and Nicobar Islands,Port Blair,Air Purifiers,Low,Road,5,2013,9,52
India,Northern,Rajasthan,Udaipur ,Air Coolers,Express,Air,3,2013,9,38
India,Northern,Haryana,Gurgaon,Air Coolers,Express,Air,0,2013,9,75
India,North-Eastern,Mizoram,Aizawl,Water Dispensers,Medium,Rail,2,2013,9,62
India,Eastern,West Bengal,Kolkata,Refrigerators,High,Air,4,2013,9,12
India,Eastern,West Bengal,Durgapur,Refrigerators,Medium,Rail,5,2013,9,69
India,Western,Maharashtra,Nagpur,Refrigerators,High,Air,2,2013,9,19
India,Southern,Kerala,Thrissur,Refrigerators,Medium,Rail,3,2013,9,14
India,Southern,Tamil Nadu,Coimbatore,Refrigerators,Low,Road,1,2013,9,38
India,North-Eastern,Arunachal Pradesh,Itanagar,Air Purifiers,Express,Air,0,2013,9,44
India,Northern,Punjab,Ludhiana,Air Purifiers,Low,Road,0,2013,9,74
India,Eastern,Odisha,Rourkela,Air Coolers,Express,Air,1,2013,9,64
India,Northern,Punjab,Jalandhar,Air Conditioners,Low,Road,5,2013,9,25
India,Northern,Haryana,Panipat ,Water Dispensers,Express,Air,1,2013,9,6
India,Eastern,West Bengal,Durgapur,Air Coolers,Express,Air,3,2013,9,70
India,North-Eastern,Assam,Guwahati,Air Conditioners,Low,Road,4,2013,9,7
India,Southern,Kerala,Kochi,Air Coolers,Medium,Rail,2,2013,9,62
India,Eastern,West Bengal,Asansol,Air Purifiers,Express,Air,4,2013,9,48
India,Southern,Tamil Nadu,Chennai,Refrigerators,Medium,Rail,0,2013,9,52
India,North-Eastern,Manipur,Imphal,Refrigerators,Low,Road,1,2013,9,11
India,Eastern,West Bengal,Asansol,Air Conditioners,High,Air,0,2013,9,66
India,Southern,Kerala,Malappuram,Air Coolers,Express,Air,5,2013,9,47
India,Central,Chhattisgarh,Bilaspur,Water Dispensers,Medium,Rail,4,2013,9,30
India,Western,Maharashtra,Nagpur,Water Dispensers,Medium,Rail,0,2013,9,7
India,Northern,Rajasthan,Jodhpur,Air Conditioners,Express,Air,4,2013,9,81
India,Southern,Karnataka,Mysore,Water Dispensers,High,Air,3,2013,9,8
India,North-Eastern,Assam,Guwahati,Air Conditioners,Express,Air,4,2013,9,75
India,Southern,Tamil Nadu,Chennai,Water Dispensers,Medium,Rail,0,2013,9,77
India,Eastern,West Bengal,Durgapur,Air Coolers,Low,Road,5,2013,9,67
India,Central,Chhattisgarh,Bilaspur,Water Dispensers,Low,Road,3,2013,9,52
India,Central,Uttarakhand,Dehradun,Air Coolers,Express,Air,3,2013,9,66
India,Eastern,Bihar,Patna,Refrigerators,Low,Road,5,2013,9,21
India,Southern,Kerala,Kochi,Air Conditioners,Medium,Rail,2,2013,9,11
India,Southern,Andhra Pradesh,Tirupati,Refrigerators,Low,Road,3,2013,9,66
India,Southern,Telangana,Nizamabad,Refrigerators,Express,Air,2,2013,9,58
India,North-Eastern,Nagaland,Kohima,Refrigerators,Low,Road,1,2013,9,6
India,Eastern,Odisha,Bhubaneshwar,Air Coolers,Express,Air,2,2013,9,21
India,Southern,Kerala,Thrissur,Water Dispensers,High,Air,3,2013,9,43
India,Northern,Punjab,Ludhiana,Refrigerators,Medium,Rail,3,2013,9,48
India,Northern,Rajasthan,Ajmer,Water Dispensers,Medium,Rail,1,2013,9,31
India,Central,Madhya Pradesh,Jabalpur,Air Coolers,High,Air,0,2013,9,59
India,Central,Uttarakhand,Roorkee,Refrigerators,High,Air,3,2013,9,66
India,Southern,Andhra Pradesh,Visakhapatnam,Refrigerators,Medium,Rail,0,2013,9,82
India,North-Eastern,Manipur,Imphal,Water Dispensers,Low,Road,2,2013,9,40
India,Southern,Andhra Pradesh,Visakhapatnam,Air Coolers,Low,Road,5,2013,9,16
India,Western,Gujarat,Gandhinagar,Air Coolers,Express,Air,4,2013,10,13
India,Western,Gujarat,Surat,Refrigerators,Express,Air,3,2013,10,21
India,Central,Uttar Pradesh,Lucknow,Air Coolers,Medium,Rail,0,2013,10,41
India,Western,Maharashtra,Aurangabad ,Air Coolers,Express,Air,1,2013,10,80
India,Eastern,Odisha,Bhubaneshwar,Air Conditioners,Low,Road,5,2013,10,67
India,North-Eastern,Mizoram,Aizawl,Air Conditioners,High,Air,0,2013,10,59
India,North-Eastern,Meghalaya,Shillong,Water Dispensers,Express,Air,0,2013,10,31
India,Western,Goa,Panjim,Air Conditioners,Express,Air,3,2013,10,72
India,Central,Uttar Pradesh,Kanpur,Water Dispensers,Express,Air,4,2013,10,15
India,Central,Chhattisgarh,Bilaspur,Water Dispensers,High,Air,2,2013,10,75
India,Southern,Tamil Nadu,Coimbatore,Air Coolers,Express,Air,4,2013,10,14
India,Northern,Haryana,Faridabad,Air Coolers,High,Air,4,2013,10,50
India,Eastern,Bihar,Darbhanga ,Water Dispensers,High,Air,0,2013,10,21
India,Southern,Telangana,Nizamabad,Air Conditioners,High,Air,5,2013,10,48
India,Central,Uttarakhand,Haridwar,Air Conditioners,High,Air,0,2013,10,12
India,Northern,Rajasthan,Bikaner,Air Coolers,High,Air,0,2013,10,38
India,Northern,Delhi,New Delhi,Air Conditioners,Express,Air,2,2013,10,25
India,Eastern,Jharkhand,Ranchi,Refrigerators,Express,Air,2,2013,10,81
India,Eastern,West Bengal,Darjiling,Refrigerators,Low,Road,2,2013,10,17
India,Southern,Karnataka,Hubli,Refrigerators,Express,Air,0,2013,10,18
India,Central,Madhya Pradesh,Indore,Air Purifiers,High,Air,1,2013,10,35
India,Central,Uttarakhand,Roorkee,Water Dispensers,High,Air,2,2013,10,16
India,Central,Uttar Pradesh,Agra ,Refrigerators,High,Air,2,2013,10,66
India,Southern,Karnataka,Mangalore,Air Conditioners,High,Air,2,2013,10,82
India,North-Eastern,Manipur,Imphal,Refrigerators,Low,Road,5,2013,10,58
India,Central,Uttar Pradesh,Kanpur,Refrigerators,High,Air,0,2013,10,32
India,Eastern,Jharkhand,Ranchi,Water Dispensers,Low,Road,5,2013,10,20
India,Southern,Tamil Nadu,Chennai,Air Conditioners,High,Air,4,2013,10,52
India,Western,Goa,Panjim,Air Conditioners,Express,Air,5,2013,10,24
India,Eastern,Bihar,Darbhanga ,Refrigerators,Medium,Rail,2,2013,10,41
India,Southern,Andhra Pradesh,Vijayawada,Air Coolers,High,Air,2,2013,10,49
India,Southern,Karnataka,Bengaluru,Air Conditioners,High,Air,0,2013,10,17
India,Northern,Rajasthan,Jodhpur,Refrigerators,High,Air,5,2013,10,31
India,Southern,Tamil Nadu,Vellore,Refrigerators,Express,Air,0,2013,10,73
India,Southern,Telangana,Warangal,Air Coolers,Medium,Rail,4,2013,10,57
India,Central,Uttarakhand,Kashipur ,Air Conditioners,Low,Road,2,2013,10,35
India,Eastern,West Bengal,Durgapur,Air Conditioners,High,Air,1,2013,10,33
India,Eastern,Odisha,Puri ,Air Conditioners,Medium,Rail,1,2013,10,53
India,Western,Gujarat,Gandhinagar,Water Dispensers,Express,Air,1,2013,10,9
India,Central,Uttarakhand,Roorkee,Air Conditioners,Medium,Rail,4,2013,10,24
India,North-Eastern,Arunachal Pradesh,Itanagar,Water Dispensers,Low,Road,2,2013,10,21
India,Eastern,West Bengal,Asansol,Air Purifiers,High,Air,5,2013,10,75
India,Eastern,West Bengal,Asansol,Water Dispensers,Low,Road,3,2013,10,53
India,North-Eastern,Assam,Dispur,Air Coolers,Low,Road,5,2013,10,52
India,Central,Madhya Pradesh,Jabalpur,Air Coolers,Low,Road,0,2013,10,75
India,Northern,Punjab,Jalandhar,Refrigerators,Low,Road,2,2013,10,64
India,North-Eastern,Arunachal Pradesh,Itanagar,Air Conditioners,Express,Air,0,2013,10,34
India,Eastern,Odisha,Cuttack,Air Purifiers,High,Air,2,2013,10,69
India,Southern,Tamil Nadu,Chennai,Refrigerators,Express,Air,3,2013,10,47
India,Central,Chhattisgarh,Durg,Water Dispensers,Low,Road,5,2013,10,78
India,Eastern,West Bengal,Asansol,Air Conditioners,Medium,Rail,1,2013,10,42
India,North-Eastern,Mizoram,Aizawl,Air Conditioners,High,Air,2,2013,10,41
India,Eastern,West Bengal,Kolkata,Air Coolers,High,Air,1,2013,10,48
India,Central,Uttar Pradesh,Kanpur,Refrigerators,Medium,Rail,2,2013,10,79
India,Northern,Haryana,Gurgaon,Air Conditioners,Low,Road,3,2013,10,39
India,Western,Gujarat,Vadodara,Air Coolers,Medium,Rail,1,2013,10,52
India,Northern,Rajasthan,Jodhpur,Air Conditioners,High,Air,2,2013,10,65
India,North-Eastern,Meghalaya,Shillong,Refrigerators,Express,Air,3,2013,10,31
India,Southern,Karnataka,Belgaum,Water Dispensers,Express,Air,3,2013,10,35
India,Central,Uttarakhand,Roorkee,Air Conditioners,Low,Road,5,2013,10,38
India,Western,Gujarat,Rajkot,Air Purifiers,Medium,Rail,3,2013,10,30
India,Western,Gujarat,Surat,Refrigerators,Low,Road,2,2013,10,57
India,Southern,Kerala,Thrissur,Air Conditioners,Low,Road,4,2013,10,72
India,Western,Gujarat,Vadodara,Air Coolers,Low,Road,1,2013,10,43
India,Southern,Kerala,Thrissur,Air Conditioners,High,Air,0,2013,10,36
India,Southern,Tamil Nadu,Vellore,Air Conditioners,Low,Road,1,2013,10,43
India,Central,Uttarakhand,Roorkee,Air Conditioners,Low,Road,3,2013,10,75
India,Northern,Delhi,New Delhi,Air Conditioners,Medium,Rail,5,2013,10,4
India,Western,Dadra and Nagar Haveli and Daman and Diu,Daman,Air Coolers,Low,Road,2,2013,10,10
India,Western,Maharashtra,Nagpur,Water Dispensers,High,Air,4,2013,10,25
India,Western,Maharashtra,Nagpur,Air Coolers,Express,Air,5,2013,10,69
India,Eastern,West Bengal,Durgapur,Air Coolers,High,Air,3,2013,10,27
India,Western,Maharashtra,Nashik,Air Purifiers,High,Air,3,2013,10,43
India,Southern,Tamil Nadu,Chennai,Air Coolers,High,Air,0,2013,10,51
India,Eastern,Jharkhand,Ranchi,Refrigerators,Medium,Rail,1,2013,10,32
India,Eastern,Bihar,Darbhanga ,Air Conditioners,Express,Air,4,2013,10,37
India,Eastern,West Bengal,Asansol,Air Purifiers,Medium,Rail,5,2013,10,70
India,Western,Gujarat,Surat,Refrigerators,Medium,Rail,0,2013,10,66
India,Central,Uttar Pradesh,Agra ,Air Conditioners,Medium,Rail,3,2013,10,15
India,Northern,Delhi,New Delhi,Air Coolers,Express,Air,4,2013,10,57
India,Western,Gujarat,Gandhinagar,Refrigerators,Medium,Rail,1,2013,11,58
India,Southern,Tamil Nadu,Chennai,Air Conditioners,Medium,Rail,5,2013,11,32
India,Southern,Puducherry,Puducherry,Refrigerators,Express,Air,3,2013,11,5
India,North-Eastern,Tripura,Agartala,Refrigerators,Low,Road,5,2013,11,80
India,Southern,Lakshadweep,Kavaratti,Air Conditioners,Low,Road,2,2013,11,52
India,Central,Uttar Pradesh,Noida,Water Dispensers,Express,Air,4,2013,11,39
India,Eastern,Odisha,Puri ,Air Coolers,Express,Air,4,2013,11,67
India,Southern,Kerala,Kochi,Water Dispensers,Low,Road,3,2013,11,30
India,Western,Maharashtra,Nagpur,Air Conditioners,Medium,Rail,4,2013,11,20
India,Northern,Delhi,New Delhi,Air Coolers,Medium,Rail,2,2013,11,58
India,Eastern,Jharkhand,Dhanbad,Air Conditioners,Medium,Rail,1,2013,11,34
India,Eastern,Jharkhand,Ranchi,Refrigerators,Low,Road,1,2013,11,35
India,Central,Uttar Pradesh,Agra ,Air Conditioners,High,Air,4,2013,11,4
India,Southern,Karnataka,Mysore,Air Conditioners,Low,Road,5,2013,11,19
India,Northern,Jammu and Kashmir,Jammu,Air Coolers,Medium,Rail,2,2013,11,36
India,Southern,Tamil Nadu,Chennai,Refrigerators,Express,Air,2,2013,11,39
India,Northern,Haryana,Faridabad,Air Coolers,High,Air,5,2013,11,25
India,Western,Goa,Panjim,Water Dispensers,Express,Air,0,2013,11,52
India,Southern,Kerala,Kozhikode,Air Coolers,Low,Road,0,2013,11,45
India,Eastern,Jharkhand,Ranchi,Refrigerators,High,Air,2,2013,11,48
India,Central,Uttar Pradesh,Lucknow,Refrigerators,Express,Air,2,2013,11,18
India,Central,Uttar Pradesh,Agra ,Air Conditioners,High,Air,5,2013,11,46
India,Eastern,Bihar,Darbhanga ,Refrigerators,Express,Air,0,2013,11,66
India,Northern,Rajasthan,Bikaner,Air Conditioners,Low,Road,5,2013,11,70
India,Eastern,Odisha,Puri ,Air Coolers,Medium,Rail,2,2013,11,76
India,Southern,Kerala,Kozhikode,Refrigerators,High,Air,5,2013,11,74
India,Southern,Andhra Pradesh,Hyderabad,Refrigerators,Low,Road,0,2013,11,59
India,Western,Gujarat,Rajkot,Refrigerators,Low,Road,5,2013,11,25
India,Western,Dadra and Nagar Haveli and Daman and Diu,Daman,Air Coolers,Express,Air,0,2013,11,20
India,Southern,Andhra Pradesh,Tirupati,Air Conditioners,High,Air,2,2013,11,58
India,Eastern,Odisha,Puri ,Air Conditioners,Express,Air,0,2013,11,39
India,Central,Madhya Pradesh,Bhopal,Water Dispensers,High,Air,1,2013,11,49
